ts,cpu_request,mem_request,oom,nodeid
1719158703,0.182,265048350,0,2
1719158704,0.182,265048350,0,2
1719158705,0.2,289502854,0,2
1719158706,0.2,289502854,0,2
1719158707,0.2,289502854,0,2
1719158708,0.2,289502854,0,2
1719158709,0.2,289502854,0,2
1719158710,0.2,289502854,0,2
1719158711,0.2,289502854,0,2
1719158712,0.2,289502854,0,2
1719158713,0.2,289502854,0,2
1719158714,0.2,289502854,0,2
1719158715,0.2,289502854,0,2
1719158716,0.2,289502854,0,2
1719158717,0.2,289502854,0,2
1719158718,0.2,289502854,0,2
1719158719,0.2,289502854,0,2
1719158720,0.2,289502854,0,2
1719158721,0.2,289502854,0,2
1719158722,0.2,289502854,0,2
1719158723,0.2,289502854,0,2
1719158724,0.2,289502854,0,2
1719158725,0.2,289502854,0,2
1719158726,0.2,289502854,0,2
1719158727,0.2,289502854,0,2
1719158728,0.2,289502854,0,2
1719158729,0.2,289502854,0,2
1719158730,0.2,289502854,0,2
1719158731,0.2,289502854,0,2
1719158732,0.2,289502854,0,2
1719158733,0.2,289502854,0,2
1719158734,0.2,289502854,0,2
1719158735,0.2,289502854,0,2
1719158736,0.2,289502854,0,2
1719158737,0.2,289502854,0,2
1719158738,0.2,289502854,0,2
1719158739,0.2,289502854,0,2
1719158740,0.2,289502854,0,2
1719158741,0.2,289502854,0,2
1719158742,0.2,289502854,0,2
1719158743,0.2,289502854,0,2
1719158744,0.2,289502854,0,2
1719158745,0.2,289502854,0,2
1719158746,0.2,289502854,0,2
1719158747,0.2,289502854,0,2
1719158748,0.2,289502854,0,2
1719158749,0.2,289502854,0,2
1719158750,0.2,289502854,0,2
1719158751,0.2,289502854,0,2
1719158752,0.2,289502854,0,2
1719158753,0.2,289502854,0,2
1719158754,0.2,289502854,0,2
1719158755,0.2,289502854,0,2
1719158756,0.2,289502854,0,2
1719158757,0.2,289502854,0,2
1719158758,0.2,289502854,0,2
1719158759,0.2,289502854,0,2
1719158760,0.2,289502854,0,2
1719158761,0.2,289502854,0,2
1719158762,0.2,289502854,0,2
1719158763,0.2,289502854,0,2
1719158764,0.2,289502854,0,2
1719158765,0.2,289502854,0,2
1719158766,0.2,289502854,0,2
1719158767,0.2,289502854,0,2
1719158768,0.2,289502854,0,2
1719158769,0.2,289502854,0,2
1719158770,0.2,289502854,0,2
1719158771,0.2,289502854,0,2
1719158772,0.2,289502854,0,2
1719158773,0.2,289502854,0,2
1719158774,0.2,289502854,0,2
1719158775,0.2,289502854,0,2
1719158776,0.2,289502854,0,2
1719158777,0.2,289502854,0,2
1719158778,0.2,289502854,0,2
1719158779,0.2,289502854,0,2
1719158780,0.2,289502854,0,2
1719158781,0.2,289502854,0,2
1719158782,0.2,289502854,0,2
1719158783,0.2,289502854,0,2
1719158784,0.2,289502854,0,2
1719158785,0.2,289502854,0,2
1719158786,0.2,289502854,0,2
1719158787,0.2,289502854,0,2
1719158788,0.2,289502854,0,2
1719158789,0.2,289502854,0,2
1719158790,0.2,289502854,0,2
1719158791,0.2,289502854,0,2
1719158792,0.2,289502854,0,2
1719158793,0.2,289502854,0,2
1719158794,0.2,289502854,0,2
1719158795,0.2,289502854,0,2
1719158796,0.2,289502854,0,2
1719158797,0.2,289502854,0,2
1719158798,0.2,289502854,0,2
1719158799,0.2,289502854,0,2
1719158800,0.2,289502854,0,2
1719158801,0.2,289502854,0,2
1719158802,0.2,289502854,0,2
1719158803,0.2,289502854,0,2
1719158804,0.2,289502854,0,2
1719158805,0.2,289502854,0,2
1719158806,0.2,289502854,0,2
1719158807,0.2,289502854,0,2
1719158808,0.2,289502854,0,2
1719158809,0.2,289502854,0,2
1719158810,0.2,289502854,0,2
1719158811,0.2,289502854,0,2
1719158812,0.2,289502854,0,2
1719158813,0.2,289502854,0,2
1719158814,0.2,289502854,0,2
1719158815,0.2,289502854,0,2
1719158816,0.2,289502854,0,2
1719158817,0.2,289502854,0,2
1719158818,0.2,289502854,0,2
1719158819,0.2,289502854,0,2
1719158820,0.2,289502854,0,2
1719158821,0.2,289502854,0,2
1719158822,0.2,289502854,0,2
1719158823,0.2,289502854,0,2
1719158824,0.2,289502854,0,2
1719158825,0.2,289502854,0,2
1719158826,0.2,289502854,0,2
1719158827,0.2,289502854,0,2
1719158828,0.2,289502854,0,2
1719158829,0.2,289502854,0,2
1719158830,0.2,289502854,0,2
1719158831,0.2,289502854,0,2
1719158832,0.2,289502854,0,2
1719158833,0.2,289502854,0,2
1719158834,0.2,289502854,0,2
1719158835,0.2,289502854,0,2
1719158836,0.2,289502854,0,2
1719158837,0.2,289502854,0,2
1719158838,0.2,289502854,0,2
1719158839,0.2,289502854,0,2
1719158840,0.2,289502854,0,2
1719158841,0.2,289502854,0,2
1719158842,0.2,289502854,0,2
1719158843,0.2,289502854,0,2
1719158844,0.2,289502854,0,2
1719158845,0.2,289502854,0,2
1719158846,0.2,289502854,0,2
1719158847,0.2,289502854,0,2
1719158848,0.2,289502854,0,2
1719158849,0.2,289502854,0,2
1719158850,0.2,289502854,0,2
1719158851,0.2,289502854,0,2
1719158852,0.2,289502854,0,2
1719158853,0.2,289502854,0,2
1719158854,0.2,289502854,0,2
1719158855,0.2,289502854,0,2
1719158856,0.2,289502854,0,2
1719158857,0.2,289502854,0,2
1719158858,0.2,289502854,0,2
1719158859,0.2,289502854,0,2
1719158860,0.2,289502854,0,2
1719158861,0.2,289502854,0,2
1719158862,0.2,289502854,0,2
1719158863,0.2,289502854,0,2
1719158864,0.2,289502854,0,2
1719158865,0.2,289502854,0,2
1719158866,0.2,289502854,0,2
1719158867,0.2,289502854,0,2
1719158868,0.2,289502854,0,2
1719158869,0.2,289502854,0,2
1719158870,0.2,289502854,0,2
1719158871,0.2,289502854,0,2
1719158872,0.2,289502854,0,2
1719158873,0.2,289502854,0,2
1719158874,0.2,289502854,0,2
1719158875,0.2,289502854,0,2
1719158876,0.2,289502854,0,2
1719158877,0.2,289502854,0,2
1719158878,0.2,289502854,0,2
1719158879,0.2,289502854,0,2
1719158880,0.2,289502854,0,2
1719158881,0.2,289502854,0,2
1719158882,0.2,289502854,0,2
1719158883,0.2,289502854,0,2
1719158884,0.2,289502854,0,2
1719158885,0.2,289502854,0,2
1719158886,0.2,289502854,0,2
1719158887,0.2,289502854,0,2
1719158888,0.2,289502854,0,2
1719158889,0.2,289502854,0,2
1719158890,0.2,289502854,0,2
1719158891,0.2,289502854,0,2
1719158892,0.2,289502854,0,2
1719158893,0.2,289502854,0,2
