ts,cpu_request,mem_request,oom,nodeid
1720660631,0.208,297601453,0,0
1720660632,0.208,297601453,0,0
1720660633,0.208,297601453,0,0
1720660634,0.208,297601453,0,0
1720660635,0.208,297601453,0,0
1720660636,0.208,297601453,0,0
1720660637,0.208,297601453,0,0
1720660638,0.208,297601453,0,0
1720660639,0.208,297601453,0,0
1720660640,0.208,297601453,0,0
1720660641,0.208,297601453,0,0
1720660642,0.208,297601453,0,0
1720660643,0.208,297601453,0,0
1720660644,0.208,297601453,0,0
1720660645,0.208,297601453,0,0
1720660646,0.208,297601453,0,0
1720660647,0.208,297601453,0,0
1720660648,0.208,297601453,0,0
1720660649,0.208,297601453,0,0
1720660650,0.208,297601453,0,0
1720660651,0.208,297601453,0,0
1720660652,0.208,297601453,0,0
1720660653,0.208,297601453,0,0
1720660654,0.208,297601453,0,0
1720660655,0.208,297601453,0,0
1720660656,0.208,297601453,0,0
1720660657,0.208,297601453,0,0
1720660658,0.208,297601453,0,0
1720660659,0.208,297601453,0,0
1720660660,0.208,297601453,0,0
1720660661,0.208,297601453,0,0
1720660662,0.208,297601453,0,0
1720660663,0.208,297601453,0,0
1720660664,0.208,297601453,0,0
1720660665,0.208,297601453,0,0
1720660666,0.208,297601453,0,0
1720660667,0.208,297601453,0,0
1720660668,0.208,297601453,0,0
1720660669,0.208,297601453,0,0
1720660670,0.208,297601453,0,0
1720660671,0.208,297601453,0,0
1720660672,0.208,297601453,0,0
1720660673,0.208,297601453,0,0
1720660674,0.208,297601453,0,0
1720660675,0.208,297601453,0,0
1720660676,0.208,297601453,0,0
1720660677,0.208,297601453,0,0
1720660678,0.208,297601453,0,0
1720660679,0.208,297601453,0,0
1720660680,0.208,297601453,0,0
1720660681,0.208,297601453,0,0
1720660682,0.208,297601453,0,0
1720660683,0.208,297601453,0,0
1720660684,0.208,297601453,0,0
1720660685,0.208,297601453,0,0
1720660686,0.208,297601453,0,0
1720660687,0.208,297601453,0,0
1720660688,0.208,297601453,0,0
1720660689,0.208,297601453,0,0
1720660690,0.208,297601453,0,0
1720660691,0.208,297601453,0,0
1720660692,0.208,297601453,0,0
1720660693,0.208,297601453,0,0
1720660694,0.208,297601453,0,0
1720660695,0.208,297601453,0,0
1720660696,0.208,297601453,0,0
1720660697,0.208,297601453,0,0
1720660698,0.208,297601453,0,0
1720660699,0.208,297601453,0,0
1720660700,0.208,297601453,0,0
1720660701,0.208,297601453,0,0
1720660702,0.208,297601453,0,0
1720660703,0.208,297601453,0,0
1720660704,0.208,297601453,0,0
1720660705,0.208,297601453,0,0
1720660706,0.208,297601453,0,0
1720660707,0.208,297601453,0,0
1720660708,0.208,297601453,0,0
1720660709,0.208,297601453,0,0
1720660710,0.208,297601453,0,0
1720660711,0.208,297601453,0,0
1720660712,0.208,297601453,0,0
1720660713,0.208,297601453,0,0
1720660714,0.208,297601453,0,0
1720660715,0.208,297601453,0,0
1720660716,0.208,297601453,0,0
1720660717,0.208,297601453,0,0
1720660718,0.208,297601453,0,0
1720660719,0.208,297601453,0,0
1720660720,0.208,297601453,0,0
1720660721,0.208,297601453,0,0
1720660722,0.208,297601453,0,0
1720660723,0.208,297601453,0,0
1720660724,0.208,297601453,0,0
