ts,cpu_request,mem_request,oom,nodeid
1721563535,0.192,184658383,0,0
1721563536,0.192,184658383,0,0
1721563537,0.192,184658383,0,0
1721563538,0.192,184658383,0,0
1721563539,0.192,184658383,0,0
1721563540,0.192,184658383,0,0
1721563541,0.192,184658383,0,0
1721563542,0.192,184658383,0,0
1721563543,0.192,184658383,0,0
1721563544,0.192,184658383,0,0
1721563545,0.192,184658383,0,0
1721563546,0.192,184658383,0,0
1721563547,0.192,184658383,0,0
1721563548,0.192,184658383,0,0
1721563549,0.192,184658383,0,0
1721563550,0.192,184658383,0,0
1721563551,0.192,184658383,0,0
1721563552,0.192,184658383,0,0
1721563553,0.192,184658383,0,0
1721563554,0.192,184658383,0,0
1721563555,0.192,184658383,0,0
1721563556,0.192,184658383,0,0
1721563557,0.192,184658383,0,0
1721563558,0.192,184658383,0,0
1721563559,0.192,184658383,0,0
1721563560,0.192,184658383,0,0
1721563561,0.192,184658383,0,0
1721563562,0.192,184658383,0,0
1721563563,0.192,184658383,0,0
1721563564,0.192,184658383,0,0
1721563565,0.192,184658383,0,0
1721563566,0.192,184658383,0,0
1721563567,0.192,184658383,0,0
1721563568,0.192,184658383,0,0
1721563569,0.192,184658383,0,0
1721563570,0.192,184658383,0,0
1721563571,0.192,184658383,0,0
1721563572,0.192,184658383,0,0
1721563573,0.192,184658383,0,0
1721563574,0.192,184658383,0,0
1721563575,0.192,184658383,0,0
1721563576,0.192,184658383,0,0
1721563577,0.192,184658383,0,0
1721563578,0.192,184658383,0,0
1721563579,0.192,184658383,0,0
1721563580,0.192,184658383,0,0
1721563581,0.192,184658383,0,0
1721563582,0.192,184658383,0,0
1721563583,0.192,184658383,0,0
1721563584,0.192,184658383,0,0
1721563585,0.192,184658383,0,0
1721563586,0.192,184658383,0,0
1721563587,0.192,184658383,0,0
1721563588,0.192,184658383,0,0
1721563589,0.192,184658383,0,0
1721563590,0.192,184658383,0,0
1721563591,0.192,184658383,0,0
1721563592,0.192,184658383,0,0
1721563593,0.192,184658383,0,0
1721563594,0.192,184658383,0,0
1721563595,0.192,184658383,0,0
1721563596,0.192,184658383,0,0
1721563597,0.192,184658383,0,0
1721563598,0.192,184658383,0,0
1721563599,0.192,184658383,0,0
1721563600,0.192,184658383,0,0
1721563601,0.192,184658383,0,0
1721563602,0.192,184658383,0,0
1721563603,0.192,184658383,0,0
1721563604,0.192,184658383,0,0
1721563605,0.192,184658383,0,0
1721563606,0.192,184658383,0,0
1721563607,0.192,184658383,0,0
1721563608,0.192,184658383,0,0
1721563609,0.192,184658383,0,0
1721563610,0.192,184658383,0,0
1721563611,0.192,184658383,0,0
1721563612,0.192,184658383,0,0
1721563613,0.192,184658383,0,0
1721563614,0.192,184658383,0,0
1721563615,0.192,184658383,0,0
1721563616,0.192,184658383,0,0
1721563617,0.192,184658383,0,0
1721563618,0.192,184658383,0,0
1721563619,0.192,184658383,0,0
1721563620,0.192,184658383,0,0
1721563621,0.192,184658383,0,0
1721563622,0.192,184658383,0,0
1721563623,0.192,184658383,0,0
1721563624,0.192,184658383,0,0
1721563625,0.192,184658383,0,0
1721563626,0.192,184658383,0,0
1721563627,0.192,184658383,0,0
1721563628,0.192,184658383,0,0
1721563629,0.192,184658383,0,0
1721563630,0.192,184658383,0,0
1721563631,0.192,184658383,0,0
1721563632,0.192,184658383,0,0
